image_id,split,sat_image_path,mask_path,urban_land,agriculture_land,rangeland,forest_land,water,barren_land,unknown
761189,train,image_datasets/deepglobe_land/train/761189_sat.jpg,image_datasets/deepglobe_land/train/761189_mask.png,0,1,1,0,1,0,1
6399,train,image_datasets/deepglobe_land/train/6399_sat.jpg,image_datasets/deepglobe_land/train/6399_mask.png,1,1,1,1,1,1,1
136252,train,image_datasets/deepglobe_land/train/136252_sat.jpg,image_datasets/deepglobe_land/train/136252_mask.png,1,1,1,0,1,1,0
61245,train,image_datasets/deepglobe_land/train/61245_sat.jpg,image_datasets/deepglobe_land/train/61245_mask.png,1,1,0,0,0,0,0
127976,train,image_datasets/deepglobe_land/train/127976_sat.jpg,image_datasets/deepglobe_land/train/127976_mask.png,0,1,1,0,1,0,1
942307,train,image_datasets/deepglobe_land/train/942307_sat.jpg,image_datasets/deepglobe_land/train/942307_mask.png,1,1,0,0,1,0,0
202277,train,image_datasets/deepglobe_land/train/202277_sat.jpg,image_datasets/deepglobe_land/train/202277_mask.png,0,1,1,1,1,1,0
829962,train,image_datasets/deepglobe_land/train/829962_sat.jpg,image_datasets/deepglobe_land/train/829962_mask.png,1,1,0,0,1,1,0
509290,train,image_datasets/deepglobe_land/train/509290_sat.jpg,image_datasets/deepglobe_land/train/509290_mask.png,1,1,1,0,1,0,0
36183,train,image_datasets/deepglobe_land/train/36183_sat.jpg,image_datasets/deepglobe_land/train/36183_mask.png,1,1,0,0,0,0,0
651537,train,image_datasets/deepglobe_land/train/651537_sat.jpg,image_datasets/deepglobe_land/train/651537_mask.png,0,1,1,0,1,1,0
987079,train,image_datasets/deepglobe_land/train/987079_sat.jpg,image_datasets/deepglobe_land/train/987079_mask.png,1,0,1,0,0,1,1
266,train,image_datasets/deepglobe_land/train/266_sat.jpg,image_datasets/deepglobe_land/train/266_mask.png,1,1,0,0,0,0,0
7791,train,image_datasets/deepglobe_land/train/7791_sat.jpg,image_datasets/deepglobe_land/train/7791_mask.png,1,1,0,1,1,0,0
512669,train,image_datasets/deepglobe_land/train/512669_sat.jpg,image_datasets/deepglobe_land/train/512669_mask.png,1,0,1,0,1,1,1
858771,train,image_datasets/deepglobe_land/train/858771_sat.jpg,image_datasets/deepglobe_land/train/858771_mask.png,1,1,1,1,1,0,0
923223,train,image_datasets/deepglobe_land/train/923223_sat.jpg,image_datasets/deepglobe_land/train/923223_mask.png,1,1,1,0,0,0,0
549959,train,image_datasets/deepglobe_land/train/549959_sat.jpg,image_datasets/deepglobe_land/train/549959_mask.png,1,0,0,0,1,1,1
749375,train,image_datasets/deepglobe_land/train/749375_sat.jpg,image_datasets/deepglobe_land/train/749375_mask.png,1,1,1,1,1,1,0
618372,train,image_datasets/deepglobe_land/train/618372_sat.jpg,image_datasets/deepglobe_land/train/618372_mask.png,1,1,0,0,0,1,0
172854,train,image_datasets/deepglobe_land/train/172854_sat.jpg,image_datasets/deepglobe_land/train/172854_mask.png,1,1,0,0,0,1,1
969934,train,image_datasets/deepglobe_land/train/969934_sat.jpg,image_datasets/deepglobe_land/train/969934_mask.png,1,1,1,0,1,0,0
902350,train,image_datasets/deepglobe_land/train/902350_sat.jpg,image_datasets/deepglobe_land/train/902350_mask.png,0,1,0,0,0,0,0
155165,train,image_datasets/deepglobe_land/train/155165_sat.jpg,image_datasets/deepglobe_land/train/155165_mask.png,1,1,1,0,1,1,0
930491,train,image_datasets/deepglobe_land/train/930491_sat.jpg,image_datasets/deepglobe_land/train/930491_mask.png,1,1,1,0,0,0,0
435277,train,image_datasets/deepglobe_land/train/435277_sat.jpg,image_datasets/deepglobe_land/train/435277_mask.png,1,1,1,0,1,1,1
739760,train,image_datasets/deepglobe_land/train/739760_sat.jpg,image_datasets/deepglobe_land/train/739760_mask.png,1,1,1,1,1,0,0
156574,train,image_datasets/deepglobe_land/train/156574_sat.jpg,image_datasets/deepglobe_land/train/156574_mask.png,1,1,1,1,1,0,1
584663,train,image_datasets/deepglobe_land/train/584663_sat.jpg,image_datasets/deepglobe_land/train/584663_mask.png,1,1,0,0,0,1,0
467076,train,image_datasets/deepglobe_land/train/467076_sat.jpg,image_datasets/deepglobe_land/train/467076_mask.png,1,1,1,0,1,0,0
810749,train,image_datasets/deepglobe_land/train/810749_sat.jpg,image_datasets/deepglobe_land/train/810749_mask.png,1,1,1,1,1,0,0
394500,train,image_datasets/deepglobe_land/train/394500_sat.jpg,image_datasets/deepglobe_land/train/394500_mask.png,1,1,0,0,0,0,0
434210,train,image_datasets/deepglobe_land/train/434210_sat.jpg,image_datasets/deepglobe_land/train/434210_mask.png,1,1,0,0,1,1,1
152569,train,image_datasets/deepglobe_land/train/152569_sat.jpg,image_datasets/deepglobe_land/train/152569_mask.png,1,1,0,1,0,1,0
616860,train,image_datasets/deepglobe_land/train/616860_sat.jpg,image_datasets/deepglobe_land/train/616860_mask.png,1,1,1,0,1,0,0
774779,train,image_datasets/deepglobe_land/train/774779_sat.jpg,image_datasets/deepglobe_land/train/774779_mask.png,0,1,1,1,1,1,0
808980,train,image_datasets/deepglobe_land/train/808980_sat.jpg,image_datasets/deepglobe_land/train/808980_mask.png,1,1,0,0,0,1,0
166805,train,image_datasets/deepglobe_land/train/166805_sat.jpg,image_datasets/deepglobe_land/train/166805_mask.png,1,0,0,1,1,1,0
325354,train,image_datasets/deepglobe_land/train/325354_sat.jpg,image_datasets/deepglobe_land/train/325354_mask.png,0,1,0,1,0,0,0
601966,train,image_datasets/deepglobe_land/train/601966_sat.jpg,image_datasets/deepglobe_land/train/601966_mask.png,1,1,1,0,0,0,0
803958,train,image_datasets/deepglobe_land/train/803958_sat.jpg,image_datasets/deepglobe_land/train/803958_mask.png,1,1,1,0,0,1,1
899693,train,image_datasets/deepglobe_land/train/899693_sat.jpg,image_datasets/deepglobe_land/train/899693_mask.png,1,1,1,1,1,1,0
514385,train,image_datasets/deepglobe_land/train/514385_sat.jpg,image_datasets/deepglobe_land/train/514385_mask.png,1,1,0,0,0,1,0
397137,train,image_datasets/deepglobe_land/train/397137_sat.jpg,image_datasets/deepglobe_land/train/397137_mask.png,1,1,1,0,1,1,0
589940,train,image_datasets/deepglobe_land/train/589940_sat.jpg,image_datasets/deepglobe_land/train/589940_mask.png,1,1,0,0,1,0,1
970925,train,image_datasets/deepglobe_land/train/970925_sat.jpg,image_datasets/deepglobe_land/train/970925_mask.png,1,1,0,0,0,1,0
269601,train,image_datasets/deepglobe_land/train/269601_sat.jpg,image_datasets/deepglobe_land/train/269601_mask.png,1,1,0,0,0,0,0
491491,train,image_datasets/deepglobe_land/train/491491_sat.jpg,image_datasets/deepglobe_land/train/491491_mask.png,1,1,0,0,0,0,0
614561,train,image_datasets/deepglobe_land/train/614561_sat.jpg,image_datasets/deepglobe_land/train/614561_mask.png,0,1,1,0,1,0,0
707319,train,image_datasets/deepglobe_land/train/707319_sat.jpg,image_datasets/deepglobe_land/train/707319_mask.png,1,1,0,0,0,0,0
156951,train,image_datasets/deepglobe_land/train/156951_sat.jpg,image_datasets/deepglobe_land/train/156951_mask.png,1,1,1,0,1,1,0
255711,train,image_datasets/deepglobe_land/train/255711_sat.jpg,image_datasets/deepglobe_land/train/255711_mask.png,1,1,1,1,0,0,0
428841,train,image_datasets/deepglobe_land/train/428841_sat.jpg,image_datasets/deepglobe_land/train/428841_mask.png,1,1,1,0,1,1,0
755453,train,image_datasets/deepglobe_land/train/755453_sat.jpg,image_datasets/deepglobe_land/train/755453_mask.png,1,1,1,0,1,1,0
340898,train,image_datasets/deepglobe_land/train/340898_sat.jpg,image_datasets/deepglobe_land/train/340898_mask.png,1,1,1,1,0,0,0
867983,train,image_datasets/deepglobe_land/train/867983_sat.jpg,image_datasets/deepglobe_land/train/867983_mask.png,1,1,0,0,0,0,0
376441,train,image_datasets/deepglobe_land/train/376441_sat.jpg,image_datasets/deepglobe_land/train/376441_mask.png,0,1,0,0,0,1,0
547201,train,image_datasets/deepglobe_land/train/547201_sat.jpg,image_datasets/deepglobe_land/train/547201_mask.png,1,1,1,0,0,0,0
416381,train,image_datasets/deepglobe_land/train/416381_sat.jpg,image_datasets/deepglobe_land/train/416381_mask.png,0,1,1,0,1,1,0
641771,train,image_datasets/deepglobe_land/train/641771_sat.jpg,image_datasets/deepglobe_land/train/641771_mask.png,1,1,1,0,1,1,1
127660,train,image_datasets/deepglobe_land/train/127660_sat.jpg,image_datasets/deepglobe_land/train/127660_mask.png,1,1,1,0,1,0,1
570332,train,image_datasets/deepglobe_land/train/570332_sat.jpg,image_datasets/deepglobe_land/train/570332_mask.png,1,1,1,1,1,1,0
114577,train,image_datasets/deepglobe_land/train/114577_sat.jpg,image_datasets/deepglobe_land/train/114577_mask.png,1,0,0,0,1,1,0
176225,train,image_datasets/deepglobe_land/train/176225_sat.jpg,image_datasets/deepglobe_land/train/176225_mask.png,1,0,0,1,1,1,1
247179,train,image_datasets/deepglobe_land/train/247179_sat.jpg,image_datasets/deepglobe_land/train/247179_mask.png,1,1,1,0,1,1,0
298817,train,image_datasets/deepglobe_land/train/298817_sat.jpg,image_datasets/deepglobe_land/train/298817_mask.png,0,1,1,0,1,0,0
912620,train,image_datasets/deepglobe_land/train/912620_sat.jpg,image_datasets/deepglobe_land/train/912620_mask.png,1,1,1,0,0,1,0
351727,train,image_datasets/deepglobe_land/train/351727_sat.jpg,image_datasets/deepglobe_land/train/351727_mask.png,0,1,0,1,1,1,0
176506,train,image_datasets/deepglobe_land/train/176506_sat.jpg,image_datasets/deepglobe_land/train/176506_mask.png,1,1,0,0,0,1,0
323581,train,image_datasets/deepglobe_land/train/323581_sat.jpg,image_datasets/deepglobe_land/train/323581_mask.png,1,1,1,0,1,1,0
930028,train,image_datasets/deepglobe_land/train/930028_sat.jpg,image_datasets/deepglobe_land/train/930028_mask.png,1,0,1,0,0,0,0
208695,train,image_datasets/deepglobe_land/train/208695_sat.jpg,image_datasets/deepglobe_land/train/208695_mask.png,0,1,0,1,0,1,0
736933,train,image_datasets/deepglobe_land/train/736933_sat.jpg,image_datasets/deepglobe_land/train/736933_mask.png,1,1,0,0,0,1,1
461001,train,image_datasets/deepglobe_land/train/461001_sat.jpg,image_datasets/deepglobe_land/train/461001_mask.png,1,1,0,0,0,0,0
424590,train,image_datasets/deepglobe_land/train/424590_sat.jpg,image_datasets/deepglobe_land/train/424590_mask.png,1,1,1,0,0,1,0
125795,train,image_datasets/deepglobe_land/train/125795_sat.jpg,image_datasets/deepglobe_land/train/125795_mask.png,1,1,1,0,1,0,0
10452,train,image_datasets/deepglobe_land/train/10452_sat.jpg,image_datasets/deepglobe_land/train/10452_mask.png,1,1,1,1,1,0,0
397864,train,image_datasets/deepglobe_land/train/397864_sat.jpg,image_datasets/deepglobe_land/train/397864_mask.png,1,1,1,0,0,0,0
122104,train,image_datasets/deepglobe_land/train/122104_sat.jpg,image_datasets/deepglobe_land/train/122104_mask.png,1,1,1,1,1,1,0
621459,train,image_datasets/deepglobe_land/train/621459_sat.jpg,image_datasets/deepglobe_land/train/621459_mask.png,0,1,1,0,1,1,0
574789,train,image_datasets/deepglobe_land/train/574789_sat.jpg,image_datasets/deepglobe_land/train/574789_mask.png,1,1,1,0,1,1,0
763892,train,image_datasets/deepglobe_land/train/763892_sat.jpg,image_datasets/deepglobe_land/train/763892_mask.png,0,1,1,0,0,0,0
375563,train,image_datasets/deepglobe_land/train/375563_sat.jpg,image_datasets/deepglobe_land/train/375563_mask.png,0,0,0,0,1,1,0
34567,train,image_datasets/deepglobe_land/train/34567_sat.jpg,image_datasets/deepglobe_land/train/34567_mask.png,1,1,1,0,1,1,1
893261,train,image_datasets/deepglobe_land/train/893261_sat.jpg,image_datasets/deepglobe_land/train/893261_mask.png,0,1,1,0,1,0,0
990619,train,image_datasets/deepglobe_land/train/990619_sat.jpg,image_datasets/deepglobe_land/train/990619_mask.png,1,1,1,0,1,1,0
330838,train,image_datasets/deepglobe_land/train/330838_sat.jpg,image_datasets/deepglobe_land/train/330838_mask.png,1,1,0,0,0,0,0
622733,train,image_datasets/deepglobe_land/train/622733_sat.jpg,image_datasets/deepglobe_land/train/622733_mask.png,1,1,1,0,1,1,0
698065,train,image_datasets/deepglobe_land/train/698065_sat.jpg,image_datasets/deepglobe_land/train/698065_mask.png,0,1,0,0,1,1,0
507241,train,image_datasets/deepglobe_land/train/507241_sat.jpg,image_datasets/deepglobe_land/train/507241_mask.png,1,1,1,0,1,1,0
455374,train,image_datasets/deepglobe_land/train/455374_sat.jpg,image_datasets/deepglobe_land/train/455374_mask.png,1,1,1,0,1,0,0
332354,train,image_datasets/deepglobe_land/train/332354_sat.jpg,image_datasets/deepglobe_land/train/332354_mask.png,1,1,1,0,0,1,0
649042,train,image_datasets/deepglobe_land/train/649042_sat.jpg,image_datasets/deepglobe_land/train/649042_mask.png,0,1,0,0,1,0,0
880610,train,image_datasets/deepglobe_land/train/880610_sat.jpg,image_datasets/deepglobe_land/train/880610_mask.png,0,1,1,1,0,1,0
334677,train,image_datasets/deepglobe_land/train/334677_sat.jpg,image_datasets/deepglobe_land/train/334677_mask.png,0,1,1,1,0,1,0
516056,train,image_datasets/deepglobe_land/train/516056_sat.jpg,image_datasets/deepglobe_land/train/516056_mask.png,1,1,1,0,1,1,1
365555,train,image_datasets/deepglobe_land/train/365555_sat.jpg,image_datasets/deepglobe_land/train/365555_mask.png,0,1,0,0,0,1,0
154124,train,image_datasets/deepglobe_land/train/154124_sat.jpg,image_datasets/deepglobe_land/train/154124_mask.png,1,1,1,0,0,1,0
664396,train,image_datasets/deepglobe_land/train/664396_sat.jpg,image_datasets/deepglobe_land/train/664396_mask.png,1,1,1,0,1,1,1
664140,train,image_datasets/deepglobe_land/train/664140_sat.jpg,image_datasets/deepglobe_land/train/664140_mask.png,1,1,1,0,1,1,0
416794,train,image_datasets/deepglobe_land/train/416794_sat.jpg,image_datasets/deepglobe_land/train/416794_mask.png,1,1,1,0,1,1,0
937922,train,image_datasets/deepglobe_land/train/937922_sat.jpg,image_datasets/deepglobe_land/train/937922_mask.png,1,1,1,0,1,1,0
476582,train,image_datasets/deepglobe_land/train/476582_sat.jpg,image_datasets/deepglobe_land/train/476582_mask.png,0,1,0,0,1,1,0
479682,train,image_datasets/deepglobe_land/train/479682_sat.jpg,image_datasets/deepglobe_land/train/479682_mask.png,1,1,1,0,1,1,1
806805,train,image_datasets/deepglobe_land/train/806805_sat.jpg,image_datasets/deepglobe_land/train/806805_mask.png,1,0,1,0,1,1,1
16453,train,image_datasets/deepglobe_land/train/16453_sat.jpg,image_datasets/deepglobe_land/train/16453_mask.png,1,1,1,0,0,0,0
848728,train,image_datasets/deepglobe_land/train/848728_sat.jpg,image_datasets/deepglobe_land/train/848728_mask.png,0,1,1,1,0,1,0
358464,train,image_datasets/deepglobe_land/train/358464_sat.jpg,image_datasets/deepglobe_land/train/358464_mask.png,1,1,0,0,0,0,0
672823,train,image_datasets/deepglobe_land/train/672823_sat.jpg,image_datasets/deepglobe_land/train/672823_mask.png,1,1,0,0,1,1,0
310419,train,image_datasets/deepglobe_land/train/310419_sat.jpg,image_datasets/deepglobe_land/train/310419_mask.png,1,1,1,0,1,0,0
635157,train,image_datasets/deepglobe_land/train/635157_sat.jpg,image_datasets/deepglobe_land/train/635157_mask.png,1,1,1,0,0,1,0
904606,train,image_datasets/deepglobe_land/train/904606_sat.jpg,image_datasets/deepglobe_land/train/904606_mask.png,1,1,0,0,1,0,0
557309,train,image_datasets/deepglobe_land/train/557309_sat.jpg,image_datasets/deepglobe_land/train/557309_mask.png,1,0,1,0,0,1,1
914008,train,image_datasets/deepglobe_land/train/914008_sat.jpg,image_datasets/deepglobe_land/train/914008_mask.png,1,1,1,0,1,1,0
612214,train,image_datasets/deepglobe_land/train/612214_sat.jpg,image_datasets/deepglobe_land/train/612214_mask.png,0,1,1,1,0,0,0
740937,train,image_datasets/deepglobe_land/train/740937_sat.jpg,image_datasets/deepglobe_land/train/740937_mask.png,1,1,1,1,0,0,0
560353,train,image_datasets/deepglobe_land/train/560353_sat.jpg,image_datasets/deepglobe_land/train/560353_mask.png,1,1,1,1,1,0,0
37586,train,image_datasets/deepglobe_land/train/37586_sat.jpg,image_datasets/deepglobe_land/train/37586_mask.png,1,1,0,0,0,0,0
28935,train,image_datasets/deepglobe_land/train/28935_sat.jpg,image_datasets/deepglobe_land/train/28935_mask.png,0,1,1,0,1,1,0
682949,train,image_datasets/deepglobe_land/train/682949_sat.jpg,image_datasets/deepglobe_land/train/682949_mask.png,1,1,1,0,0,0,0
382428,train,image_datasets/deepglobe_land/train/382428_sat.jpg,image_datasets/deepglobe_land/train/382428_mask.png,1,1,1,0,0,1,0
343425,train,image_datasets/deepglobe_land/train/343425_sat.jpg,image_datasets/deepglobe_land/train/343425_mask.png,0,1,1,0,0,1,1
606014,train,image_datasets/deepglobe_land/train/606014_sat.jpg,image_datasets/deepglobe_land/train/606014_mask.png,0,1,0,0,1,1,1
210669,train,image_datasets/deepglobe_land/train/210669_sat.jpg,image_datasets/deepglobe_land/train/210669_mask.png,1,1,1,0,0,1,0
961919,train,image_datasets/deepglobe_land/train/961919_sat.jpg,image_datasets/deepglobe_land/train/961919_mask.png,1,1,1,0,1,1,0
586670,train,image_datasets/deepglobe_land/train/586670_sat.jpg,image_datasets/deepglobe_land/train/586670_mask.png,1,1,1,0,1,0,0
411741,train,image_datasets/deepglobe_land/train/411741_sat.jpg,image_datasets/deepglobe_land/train/411741_mask.png,1,1,1,0,0,0,0
405378,train,image_datasets/deepglobe_land/train/405378_sat.jpg,image_datasets/deepglobe_land/train/405378_mask.png,1,1,1,0,1,1,0
219670,train,image_datasets/deepglobe_land/train/219670_sat.jpg,image_datasets/deepglobe_land/train/219670_mask.png,1,1,0,0,0,0,0
80318,train,image_datasets/deepglobe_land/train/80318_sat.jpg,image_datasets/deepglobe_land/train/80318_mask.png,1,1,0,0,0,1,1
41944,train,image_datasets/deepglobe_land/train/41944_sat.jpg,image_datasets/deepglobe_land/train/41944_mask.png,1,1,1,0,1,0,0
934795,train,image_datasets/deepglobe_land/train/934795_sat.jpg,image_datasets/deepglobe_land/train/934795_mask.png,1,1,1,0,1,0,1
924236,train,image_datasets/deepglobe_land/train/924236_sat.jpg,image_datasets/deepglobe_land/train/924236_mask.png,1,1,1,1,1,1,0
122178,train,image_datasets/deepglobe_land/train/122178_sat.jpg,image_datasets/deepglobe_land/train/122178_mask.png,1,1,1,1,0,0,0
747824,train,image_datasets/deepglobe_land/train/747824_sat.jpg,image_datasets/deepglobe_land/train/747824_mask.png,1,1,0,0,1,0,0
682046,train,image_datasets/deepglobe_land/train/682046_sat.jpg,image_datasets/deepglobe_land/train/682046_mask.png,1,1,0,0,1,0,0
571520,train,image_datasets/deepglobe_land/train/571520_sat.jpg,image_datasets/deepglobe_land/train/571520_mask.png,0,1,1,0,0,0,0
621206,train,image_datasets/deepglobe_land/train/621206_sat.jpg,image_datasets/deepglobe_land/train/621206_mask.png,0,1,1,1,1,0,0
254565,train,image_datasets/deepglobe_land/train/254565_sat.jpg,image_datasets/deepglobe_land/train/254565_mask.png,1,1,0,0,1,0,1
901715,train,image_datasets/deepglobe_land/train/901715_sat.jpg,image_datasets/deepglobe_land/train/901715_mask.png,1,1,1,0,0,0,0
347676,train,image_datasets/deepglobe_land/train/347676_sat.jpg,image_datasets/deepglobe_land/train/347676_mask.png,1,1,0,0,1,1,1
956410,train,image_datasets/deepglobe_land/train/956410_sat.jpg,image_datasets/deepglobe_land/train/956410_mask.png,1,1,0,0,1,1,0
810368,train,image_datasets/deepglobe_land/train/810368_sat.jpg,image_datasets/deepglobe_land/train/810368_mask.png,0,1,1,1,1,1,0
225393,train,image_datasets/deepglobe_land/train/225393_sat.jpg,image_datasets/deepglobe_land/train/225393_mask.png,1,0,0,0,1,1,0
882451,train,image_datasets/deepglobe_land/train/882451_sat.jpg,image_datasets/deepglobe_land/train/882451_mask.png,1,0,1,1,1,1,1
103665,train,image_datasets/deepglobe_land/train/103665_sat.jpg,image_datasets/deepglobe_land/train/103665_mask.png,0,1,1,0,1,0,0
496948,train,image_datasets/deepglobe_land/train/496948_sat.jpg,image_datasets/deepglobe_land/train/496948_mask.png,1,1,1,1,1,0,0
7892,train,image_datasets/deepglobe_land/train/7892_sat.jpg,image_datasets/deepglobe_land/train/7892_mask.png,0,1,1,0,1,1,0
471187,train,image_datasets/deepglobe_land/train/471187_sat.jpg,image_datasets/deepglobe_land/train/471187_mask.png,1,1,1,0,1,0,0
897901,train,image_datasets/deepglobe_land/train/897901_sat.jpg,image_datasets/deepglobe_land/train/897901_mask.png,1,1,1,1,1,1,0
605037,train,image_datasets/deepglobe_land/train/605037_sat.jpg,image_datasets/deepglobe_land/train/605037_mask.png,0,1,1,0,0,0,0
20187,train,image_datasets/deepglobe_land/train/20187_sat.jpg,image_datasets/deepglobe_land/train/20187_mask.png,0,1,1,1,0,1,0
956928,train,image_datasets/deepglobe_land/train/956928_sat.jpg,image_datasets/deepglobe_land/train/956928_mask.png,1,1,0,0,0,1,0
331994,train,image_datasets/deepglobe_land/train/331994_sat.jpg,image_datasets/deepglobe_land/train/331994_mask.png,0,1,1,0,1,1,0
925382,train,image_datasets/deepglobe_land/train/925382_sat.jpg,image_datasets/deepglobe_land/train/925382_mask.png,1,1,0,0,1,1,1
147716,train,image_datasets/deepglobe_land/train/147716_sat.jpg,image_datasets/deepglobe_land/train/147716_mask.png,0,1,0,1,1,1,0
262885,train,image_datasets/deepglobe_land/train/262885_sat.jpg,image_datasets/deepglobe_land/train/262885_mask.png,1,0,1,0,1,1,1
927644,train,image_datasets/deepglobe_land/train/927644_sat.jpg,image_datasets/deepglobe_land/train/927644_mask.png,1,1,1,0,0,1,0
675849,train,image_datasets/deepglobe_land/train/675849_sat.jpg,image_datasets/deepglobe_land/train/675849_mask.png,1,1,0,0,0,0,0
335737,train,image_datasets/deepglobe_land/train/335737_sat.jpg,image_datasets/deepglobe_land/train/335737_mask.png,0,1,1,0,1,0,0
606370,train,image_datasets/deepglobe_land/train/606370_sat.jpg,image_datasets/deepglobe_land/train/606370_mask.png,1,1,0,0,1,0,0
533948,train,image_datasets/deepglobe_land/train/533948_sat.jpg,image_datasets/deepglobe_land/train/533948_mask.png,1,1,0,0,1,0,0
613687,train,image_datasets/deepglobe_land/train/613687_sat.jpg,image_datasets/deepglobe_land/train/613687_mask.png,1,1,0,0,0,0,0
263576,train,image_datasets/deepglobe_land/train/263576_sat.jpg,image_datasets/deepglobe_land/train/263576_mask.png,1,1,1,0,1,1,1
439854,train,image_datasets/deepglobe_land/train/439854_sat.jpg,image_datasets/deepglobe_land/train/439854_mask.png,0,1,0,1,0,0,0
768475,train,image_datasets/deepglobe_land/train/768475_sat.jpg,image_datasets/deepglobe_land/train/768475_mask.png,0,1,1,0,0,1,1
293776,train,image_datasets/deepglobe_land/train/293776_sat.jpg,image_datasets/deepglobe_land/train/293776_mask.png,1,1,0,0,1,0,0
120245,train,image_datasets/deepglobe_land/train/120245_sat.jpg,image_datasets/deepglobe_land/train/120245_mask.png,1,1,0,0,1,0,1
133209,train,image_datasets/deepglobe_land/train/133209_sat.jpg,image_datasets/deepglobe_land/train/133209_mask.png,1,1,1,1,1,1,0
192576,train,image_datasets/deepglobe_land/train/192576_sat.jpg,image_datasets/deepglobe_land/train/192576_mask.png,1,1,1,0,1,1,0
137806,train,image_datasets/deepglobe_land/train/137806_sat.jpg,image_datasets/deepglobe_land/train/137806_mask.png,1,1,1,0,1,1,0
208495,train,image_datasets/deepglobe_land/train/208495_sat.jpg,image_datasets/deepglobe_land/train/208495_mask.png,1,1,1,1,0,1,0
299287,train,image_datasets/deepglobe_land/train/299287_sat.jpg,image_datasets/deepglobe_land/train/299287_mask.png,0,1,1,1,0,0,0
56924,train,image_datasets/deepglobe_land/train/56924_sat.jpg,image_datasets/deepglobe_land/train/56924_mask.png,0,1,1,0,1,0,0
76759,train,image_datasets/deepglobe_land/train/76759_sat.jpg,image_datasets/deepglobe_land/train/76759_mask.png,1,1,1,1,0,0,0
43814,train,image_datasets/deepglobe_land/train/43814_sat.jpg,image_datasets/deepglobe_land/train/43814_mask.png,1,0,0,0,1,1,1
204494,train,image_datasets/deepglobe_land/train/204494_sat.jpg,image_datasets/deepglobe_land/train/204494_mask.png,1,1,1,1,0,0,0
875409,train,image_datasets/deepglobe_land/train/875409_sat.jpg,image_datasets/deepglobe_land/train/875409_mask.png,1,1,0,0,0,0,0
587968,train,image_datasets/deepglobe_land/train/587968_sat.jpg,image_datasets/deepglobe_land/train/587968_mask.png,1,1,1,0,0,0,0
495876,train,image_datasets/deepglobe_land/train/495876_sat.jpg,image_datasets/deepglobe_land/train/495876_mask.png,1,1,1,0,0,1,0
544078,train,image_datasets/deepglobe_land/train/544078_sat.jpg,image_datasets/deepglobe_land/train/544078_mask.png,1,1,1,0,0,0,0
615420,train,image_datasets/deepglobe_land/train/615420_sat.jpg,image_datasets/deepglobe_land/train/615420_mask.png,0,1,1,0,1,0,0
96841,train,image_datasets/deepglobe_land/train/96841_sat.jpg,image_datasets/deepglobe_land/train/96841_mask.png,1,1,1,0,1,0,1
838873,train,image_datasets/deepglobe_land/train/838873_sat.jpg,image_datasets/deepglobe_land/train/838873_mask.png,0,1,0,0,0,0,1
246378,train,image_datasets/deepglobe_land/train/246378_sat.jpg,image_datasets/deepglobe_land/train/246378_mask.png,1,1,1,0,0,1,0
981852,train,image_datasets/deepglobe_land/train/981852_sat.jpg,image_datasets/deepglobe_land/train/981852_mask.png,0,1,1,1,0,1,0
698628,train,image_datasets/deepglobe_land/train/698628_sat.jpg,image_datasets/deepglobe_land/train/698628_mask.png,1,0,1,1,1,0,0
149624,train,image_datasets/deepglobe_land/train/149624_sat.jpg,image_datasets/deepglobe_land/train/149624_mask.png,1,1,1,0,1,1,0
71619,train,image_datasets/deepglobe_land/train/71619_sat.jpg,image_datasets/deepglobe_land/train/71619_mask.png,1,1,1,1,1,0,0
646596,train,image_datasets/deepglobe_land/train/646596_sat.jpg,image_datasets/deepglobe_land/train/646596_mask.png,1,1,1,0,1,1,0
994520,train,image_datasets/deepglobe_land/train/994520_sat.jpg,image_datasets/deepglobe_land/train/994520_mask.png,0,1,0,0,1,0,1
673927,train,image_datasets/deepglobe_land/train/673927_sat.jpg,image_datasets/deepglobe_land/train/673927_mask.png,1,1,1,0,1,1,0
778804,train,image_datasets/deepglobe_land/train/778804_sat.jpg,image_datasets/deepglobe_land/train/778804_mask.png,1,1,1,1,0,1,0
98150,train,image_datasets/deepglobe_land/train/98150_sat.jpg,image_datasets/deepglobe_land/train/98150_mask.png,1,1,1,0,1,0,0
471930,train,image_datasets/deepglobe_land/train/471930_sat.jpg,image_datasets/deepglobe_land/train/471930_mask.png,1,0,1,0,1,0,0
706996,train,image_datasets/deepglobe_land/train/706996_sat.jpg,image_datasets/deepglobe_land/train/706996_mask.png,1,0,0,0,1,1,0
767012,train,image_datasets/deepglobe_land/train/767012_sat.jpg,image_datasets/deepglobe_land/train/767012_mask.png,1,1,1,1,0,1,0
965977,train,image_datasets/deepglobe_land/train/965977_sat.jpg,image_datasets/deepglobe_land/train/965977_mask.png,1,1,1,0,1,1,0
616234,train,image_datasets/deepglobe_land/train/616234_sat.jpg,image_datasets/deepglobe_land/train/616234_mask.png,1,1,0,0,0,0,0
544537,train,image_datasets/deepglobe_land/train/544537_sat.jpg,image_datasets/deepglobe_land/train/544537_mask.png,1,1,1,1,1,1,0
277900,train,image_datasets/deepglobe_land/train/277900_sat.jpg,image_datasets/deepglobe_land/train/277900_mask.png,0,1,1,1,0,1,0
351271,train,image_datasets/deepglobe_land/train/351271_sat.jpg,image_datasets/deepglobe_land/train/351271_mask.png,1,1,1,1,1,1,0
